user,dayofweek,hour,age,numscreens,minigame,used_premium_feature,enrolled,liked,SavingCount,CMCount,CCCount,LoansCount,Other
269944,2,0,47,8,0,0,0,0,0,0,0,2,7
89471,5,19,27,19,1,1,0,1,0,2,0,2,8
254596,5,16,29,18,0,0,1,0,0,0,0,2,16
108341,0,14,25,5,0,0,0,0,0,0,0,0,5
313694,3,22,32,27,0,0,1,0,0,2,0,2,14
6036,6,17,35,10,0,0,1,0,0,1,0,2,7
285867,2,19,43,6,0,0,1,0,0,0,0,0,6
246799,6,23,32,2,0,0,0,1,0,0,0,0,2
105146,0,22,25,5,0,0,1,0,0,0,0,0,5
79375,5,3,43,11,0,0,1,0,0,0,0,0,9
353500,6,16,17,43,0,0,1,0,0,2,2,2,19
227995,6,18,29,16,0,0,0,0,0,0,0,2,7
196132,1,8,23,17,0,0,1,0,0,0,0,0,16
199641,1,5,28,54,0,0,0,0,0,2,0,2,20
90159,0,3,36,9,0,0,0,0,0,0,0,0,8
155635,4,8,46,10,0,0,0,0,0,0,0,0,6
339920,5,21,30,8,0,1,0,0,0,0,0,2,4
220164,3,0,26,13,1,0,0,0,0,2,1,2,9
298094,2,22,50,11,0,0,0,1,0,2,0,0,8
319793,2,18,54,28,1,0,0,0,0,4,3,2,5
18489,4,18,35,11,0,0,0,0,0,0,0,2,7
193079,1,12,24,27,0,0,1,1,0,2,0,2,12
3890,4,20,18,33,0,0,0,1,0,1,0,2,10
148107,2,18,43,21,0,0,0,0,0,2,0,2,10
221605,4,0,25,21,0,0,1,1,0,3,0,2,10
121903,1,7,29,8,0,1,0,0,0,0,0,2,7
372406,6,12,19,35,0,0,0,0,5,0,0,2,20
335961,3,13,23,35,0,0,1,0,0,0,0,2,12
132334,2,20,18,1,0,0,0,0,0,0,0,0,1
236376,3,15,38,22,0,0,0,0,0,4,0,2,10
192763,3,5,25,7,0,0,0,1,0,0,0,2,3
311446,5,14,39,12,1,1,1,1,0,0,0,0,6
24642,6,7,26,4,0,1,0,1,0,0,0,0,4
331817,4,2,25,21,0,0,1,1,0,0,0,2,14
237241,2,14,57,29,0,0,1,0,0,2,0,0,17
120165,2,17,23,10,0,0,0,0,0,0,0,2,8
222187,4,16,27,15,0,0,1,0,0,3,0,0,10
211052,1,21,33,8,0,0,0,0,0,0,0,0,8
223842,6,7,48,11,0,0,1,1,0,0,0,0,11
64483,1,22,53,12,0,0,0,0,0,4,0,0,3
38262,1,3,40,26,1,0,0,0,0,4,0,0,11
232779,6,19,23,39,0,0,0,0,0,0,0,2,13
263979,6,8,21,40,0,0,1,0,0,4,0,2,17
193546,4,8,17,17,0,0,0,0,0,2,0,2,11
234699,2,16,27,43,0,0,1,0,0,2,0,2,21
190523,6,0,28,16,0,0,0,0,2,0,0,0,11
170757,4,21,47,29,0,1,0,0,0,3,0,2,7
36512,5,15,33,10,0,0,0,0,0,2,0,2,3
288649,4,15,28,3,0,1,0,0,0,0,0,1,2
162470,6,18,28,9,0,0,0,0,0,4,0,2,5
298999,1,3,38,28,0,1,1,0,0,0,0,2,14
4183,2,15,22,12,0,0,0,1,0,0,0,2,8
171373,6,8,30,5,0,0,1,0,0,0,0,0,5
232422,2,22,24,23,0,0,0,1,0,2,0,2,17
195331,0,21,47,14,0,0,1,1,0,0,0,0,10
287856,5,23,29,37,0,1,0,0,0,3,0,3,24
31736,5,17,32,17,0,1,1,0,0,0,0,0,17
121999,0,7,28,11,0,0,1,0,0,1,0,2,8
93934,0,19,43,4,0,1,0,0,0,0,0,2,2
349514,1,19,46,38,1,0,0,0,0,0,0,2,12
106978,6,8,18,16,0,0,0,0,0,1,0,2,6
300302,1,17,23,32,0,0,0,0,8,2,3,2,8
107207,5,0,43,17,1,0,0,1,0,0,0,2,12
245298,6,19,31,7,0,1,0,0,0,3,0,0,5
270736,5,4,29,27,0,0,1,0,0,0,0,2,20
192168,1,11,30,27,0,0,1,0,0,3,0,2,17
166195,5,4,24,12,1,0,1,0,0,2,0,2,9
168293,2,0,27,36,0,0,1,1,0,5,2,2,19
302498,6,2,20,10,0,0,1,0,0,0,0,2,8
14116,0,11,39,37,0,0,0,0,0,4,0,2,10
40091,1,11,42,8,0,0,0,0,0,0,0,0,4
295156,5,19,30,33,0,0,1,1,0,2,0,2,17
229118,3,19,42,19,0,0,0,0,0,2,0,2,7
140685,3,16,29,20,0,0,1,0,0,0,3,2,15
116724,5,23,22,15,0,0,0,0,0,0,0,2,9
204842,5,22,28,23,0,0,1,0,0,2,0,2,12
334565,3,0,48,20,1,0,1,0,0,2,0,2,16
13516,1,2,23,15,1,0,1,0,0,0,0,2,14
131702,4,9,22,4,0,0,0,0,0,1,0,2,1
206512,3,4,19,9,0,0,0,1,1,2,0,0,6
316855,4,15,44,1,0,0,0,0,0,0,0,0,1
290260,3,21,26,5,0,0,0,0,0,0,0,2,2
341854,1,21,36,2,0,1,0,0,0,0,0,2,1
160655,3,0,19,6,0,0,0,0,0,0,0,0,5
49810,5,15,22,17,1,0,1,0,0,0,0,0,16
21507,0,15,37,10,0,0,1,0,0,3,0,0,5
286836,6,18,18,17,0,0,1,0,0,0,0,0,14
343645,4,22,25,5,0,0,0,0,0,0,0,2,3
53012,4,4,29,34,1,0,0,1,0,2,1,2,17
194770,1,4,38,28,0,0,1,1,0,2,0,2,19
192598,5,10,28,22,0,0,1,1,0,0,0,2,19
226787,0,21,38,13,1,1,1,1,0,0,0,0,11
297608,5,19,34,9,0,0,1,0,0,2,0,0,6
161188,4,20,40,18,0,0,1,0,0,5,0,2,10
153,5,18,56,23,0,0,0,1,0,0,0,2,6
303152,3,17,31,66,0,0,1,0,8,5,0,2,24
288331,6,19,33,11,0,0,1,0,0,5,0,2,4
253989,1,16,49,27,0,0,0,0,0,0,0,2,14
247937,5,19,22,14,0,0,1,0,0,0,0,2,13
84026,0,17,30,17,0,1,0,0,0,3,0,2,6
27049,1,15,24,189,0,0,1,1,8,2,3,2,35
323963,4,20,25,15,0,0,1,0,0,0,0,0,12
307006,1,20,39,6,0,0,1,0,0,0,0,2,5
6156,5,13,41,8,0,1,0,1,0,0,0,2,5
157099,2,1,18,48,0,0,1,0,1,1,0,2,27
138542,1,17,27,17,0,0,1,0,0,5,0,2,8
28279,6,21,39,24,1,0,0,0,0,0,3,2,9
368519,4,17,17,12,0,0,0,0,0,0,0,0,8
147351,6,23,35,18,0,0,1,0,0,3,0,2,9
159075,0,20,24,41,0,0,1,0,1,1,0,2,27
353641,4,1,26,25,1,0,0,0,0,2,0,2,13
352332,5,17,42,1,0,0,0,0,0,0,0,0,1
86575,3,22,31,36,1,0,1,0,0,4,0,2,19
7545,1,6,29,30,0,0,1,0,0,0,0,0,14
4909,3,0,24,20,0,1,1,0,0,2,0,0,14
272786,3,0,41,22,0,0,1,0,0,1,1,2,7
65368,4,16,65,24,0,0,1,0,0,2,0,2,7
235257,0,13,38,2,1,0,0,0,0,0,0,2,1
256518,4,21,24,31,0,0,0,0,0,0,0,3,18
95254,0,9,56,9,0,0,0,1,0,0,0,0,6
372683,3,23,46,20,0,0,1,0,0,3,0,2,13
283746,0,0,20,21,0,0,1,1,0,2,0,0,18
90864,5,23,20,33,1,0,0,0,0,2,0,2,16
355679,5,18,36,16,0,0,0,0,0,2,0,2,14
21782,0,7,25,75,0,1,1,1,7,5,0,2,27
153758,0,3,39,6,0,0,1,0,0,0,0,0,6
226680,2,20,30,33,1,0,1,0,0,1,0,2,19
103202,5,13,39,5,0,0,0,1,0,0,0,0,4
286954,4,23,21,9,0,0,0,0,0,3,0,0,7
163014,4,1,39,35,0,0,1,0,0,1,0,2,20
298072,6,17,36,52,0,0,1,0,0,2,3,2,12
51288,6,6,31,13,0,0,1,0,0,0,0,0,13
358462,5,17,27,10,0,0,0,0,0,3,0,2,2
16472,5,23,25,9,0,0,0,0,0,0,0,0,9
368531,6,2,30,18,0,0,1,1,0,0,0,2,14
21712,6,3,29,12,0,1,1,0,0,2,0,0,7
330346,4,5,37,2,0,0,0,0,0,0,0,0,2
10955,2,2,30,15,0,0,0,0,0,0,0,2,7
104624,2,16,38,6,0,0,0,0,0,2,0,2,3
272530,6,14,18,33,0,0,0,0,0,2,0,2,16
123735,2,7,23,20,0,0,1,0,0,1,0,2,15
360033,6,2,27,2,0,0,0,0,0,0,0,0,1
248474,0,15,34,5,0,0,0,0,0,0,0,0,5
155216,3,16,24,30,0,0,1,1,0,5,0,2,17
13776,5,23,24,31,0,1,1,0,3,2,0,2,16
366982,3,20,34,82,0,0,1,0,0,0,0,2,23
316660,5,1,22,19,0,1,1,0,0,0,0,2,14
151188,2,23,30,20,0,0,0,0,0,2,0,2,12
261446,4,16,40,12,0,0,1,0,0,0,0,2,7
2775,6,19,30,13,0,1,1,1,0,2,0,2,6
350876,1,20,31,17,0,0,1,0,0,0,0,2,16
182382,1,4,19,12,0,0,0,0,0,0,0,0,12
159913,4,15,24,21,0,0,0,1,0,0,0,2,14
41467,3,13,19,7,0,0,1,0,0,0,0,0,6
53624,0,2,51,10,1,1,0,0,0,0,0,0,6
292933,2,16,21,31,0,0,1,0,0,1,0,2,21
288666,6,3,27,31,0,0,1,1,0,1,0,2,19
9103,2,10,37,6,0,0,1,1,0,1,0,0,5
13770,6,7,21,14,1,1,0,0,0,3,0,2,7
310820,5,5,21,2,1,0,0,0,0,0,0,0,2
82928,1,10,28,40,0,0,0,0,0,1,0,2,12
143295,0,4,31,43,0,0,0,0,0,0,3,2,8
306071,5,14,34,21,0,0,0,0,0,0,0,2,8
234984,3,7,31,15,0,0,0,0,0,0,0,0,14
53382,5,20,33,22,0,1,0,0,0,0,0,2,19
67542,5,3,32,19,0,0,0,0,0,3,0,0,14
111374,4,6,41,24,0,0,0,0,0,2,3,2,12
296588,2,11,46,45,0,0,1,0,0,5,2,2,14
331792,2,2,50,16,0,0,0,1,0,0,0,2,8
108672,0,21,41,14,0,0,1,0,0,3,0,2,10
981,3,22,39,11,0,0,0,0,0,2,0,2,7
242682,0,16,36,39,0,0,1,0,0,0,0,2,15
137536,1,21,25,9,0,0,1,0,0,0,0,0,9
62536,1,6,31,17,0,0,0,1,0,2,1,2,10
197140,6,19,33,79,0,0,1,0,10,2,0,2,22
179954,1,20,59,13,0,0,1,0,0,0,0,0,13
108236,2,20,58,19,0,0,0,0,1,2,0,2,11
284111,6,11,33,11,0,0,0,1,0,0,0,2,7
198878,2,17,37,11,0,0,0,0,0,2,0,2,4
58900,3,6,44,2,0,0,0,1,0,2,0,0,1
273097,4,18,26,15,0,0,1,0,0,0,0,0,11
39395,4,16,31,29,0,0,0,0,0,1,0,2,8
229664,2,5,45,8,0,0,1,0,0,2,0,2,6
188235,2,9,34,18,0,0,0,0,0,2,0,2,12
113903,3,21,24,9,0,0,0,0,0,0,1,2,5
313545,2,4,20,10,0,1,0,0,0,4,0,2,2
183950,2,10,21,43,0,0,1,0,0,2,0,2,19
199743,0,21,17,4,0,0,1,0,0,0,0,2,3
256878,4,15,60,21,0,0,0,0,0,0,0,0,11
311183,5,23,22,33,0,0,1,0,0,2,0,2,20
137752,6,19,37,14,0,0,0,1,0,0,0,2,6
154767,6,14,21,14,0,0,1,1,0,0,0,2,11
26272,6,3,29,32,0,0,1,0,0,0,0,2,26
345478,2,22,31,15,0,0,0,0,0,0,0,2,8
172158,1,0,24,40,0,0,0,0,0,2,2,2,16
234489,1,18,22,59,0,0,1,0,0,3,0,2,16
166299,0,15,31,14,0,1,0,0,0,0,0,0,11
113712,1,21,34,6,0,1,0,0,0,3,0,2,2
87777,1,5,21,64,0,1,1,1,0,3,3,2,15
110788,5,2,28,15,0,0,1,0,0,4,0,2,8
183481,2,7,24,8,1,0,0,0,0,2,0,0,7
218279,5,9,23,34,1,1,0,0,0,2,0,2,15
25141,1,19,41,26,1,0,1,0,1,3,0,0,16
189389,2,9,26,16,1,0,1,0,0,2,0,2,9
308950,0,22,19,20,0,0,1,0,0,0,0,0,15
43984,4,9,23,27,0,0,1,1,0,4,1,2,15
345855,2,18,22,37,0,0,1,0,0,4,2,2,13
162168,5,12,23,39,0,0,1,0,1,5,0,2,15
110725,3,16,24,36,0,0,1,0,0,3,0,2,13
200573,4,3,66,40,0,0,0,0,0,4,3,2,10
128869,6,23,19,8,0,0,0,0,0,0,0,0,8
269167,1,18,62,10,0,0,0,0,0,1,0,2,4
263034,2,3,40,9,0,0,1,0,0,2,0,0,6
73113,5,4,38,6,0,0,0,1,0,2,0,2,3
341789,0,17,48,12,1,0,0,0,0,0,0,0,7
80996,1,8,21,33,1,0,0,0,0,0,0,0,15
42646,6,13,21,10,0,0,0,0,0,2,0,0,6
310972,1,21,31,24,0,0,1,0,0,5,0,0,12
263663,0,13,38,6,1,0,1,0,0,0,0,0,6
154186,0,8,24,12,0,0,0,0,0,0,0,2,5
130348,5,4,35,44,0,0,1,0,0,2,3,2,12
98069,4,19,41,30,0,0,1,0,0,0,0,0,18
28258,5,8,47,10,0,0,1,0,0,0,0,0,7
18678,2,6,25,23,0,0,1,0,0,3,0,2,12
192397,5,1,27,16,0,1,1,0,0,0,0,0,13
168753,3,20,31,7,0,0,0,0,0,0,0,2,5
324398,5,13,39,63,0,0,1,1,6,2,0,0,20
241109,4,1,29,21,0,0,0,1,0,1,0,2,10
327286,5,23,28,15,0,1,0,0,0,1,0,2,11
148777,4,3,26,14,0,0,0,0,0,0,0,2,13
145301,2,14,21,7,0,0,0,0,0,0,0,2,6
318627,0,16,33,14,1,0,1,0,0,0,0,0,13
350304,6,19,22,9,0,1,0,0,0,2,0,2,7
265072,0,3,19,10,0,0,0,1,0,1,0,2,7
183940,5,13,25,25,0,1,0,0,0,0,0,2,13
107985,4,20,21,22,0,0,0,0,0,4,0,2,13
355925,6,13,24,11,0,1,1,0,0,0,0,2,9
186172,2,13,27,14,0,0,0,0,0,0,0,0,14
162592,5,18,38,19,0,0,0,0,0,0,0,2,6
303695,4,19,31,15,0,0,0,0,0,0,1,2,10
2507,6,13,34,4,0,0,0,0,0,1,0,2,1
309937,2,13,29,4,0,0,1,0,0,2,0,0,3
271061,4,21,38,4,0,0,0,0,0,0,0,2,3
110948,0,3,20,13,0,0,1,0,0,0,0,0,13
221690,4,11,26,15,0,0,0,0,0,2,0,2,8
6569,4,11,38,7,0,0,1,0,0,0,0,2,6
95739,5,16,31,3,0,0,0,0,0,0,0,2,2
268501,2,2,31,22,1,0,0,0,0,0,0,2,17
252068,4,16,18,16,0,0,1,0,0,2,0,2,10
137135,3,21,39,28,0,0,0,0,0,4,2,2,10
254140,4,3,28,35,0,0,1,0,0,5,0,2,15
257800,4,15,39,9,0,0,0,0,0,2,0,2,5
72544,1,8,18,59,0,1,1,0,0,4,0,2,20
349669,3,18,31,12,0,0,1,0,0,1,0,2,8
193478,1,13,30,3,0,0,0,0,0,0,0,0,3
270913,2,23,56,29,0,0,1,0,0,0,1,2,16
23961,0,12,26,21,0,0,1,0,0,0,0,0,14
38509,1,19,33,28,0,1,1,0,0,0,0,2,14
306934,0,19,47,10,0,0,1,0,0,0,0,2,8
312356,3,22,51,6,0,0,0,0,0,0,0,0,6
20801,3,20,21,58,0,0,1,0,0,3,0,2,27
110539,3,0,41,6,1,0,0,0,0,0,0,2,4
225292,0,16,60,7,0,1,0,0,0,0,0,2,2
303240,5,17,22,37,0,1,1,0,0,2,0,2,20
145149,0,23,44,24,0,1,0,0,0,0,0,2,14
121031,3,11,25,23,1,0,1,0,0,0,0,2,16
146801,6,16,28,23,0,0,0,0,0,0,0,2,17
59312,1,12,28,26,0,0,1,1,0,5,0,0,15
216248,3,20,23,21,0,0,1,0,0,5,0,0,12
338615,1,7,24,36,0,0,0,0,0,4,0,2,11
37605,5,15,26,27,0,1,1,0,0,0,0,2,15
313715,1,18,24,14,1,0,0,0,0,0,0,2,7
84628,0,12,48,59,0,0,0,0,0,0,0,2,16
151,4,1,21,24,0,0,1,0,0,0,0,0,20
15388,0,3,21,25,0,0,1,0,0,5,0,2,9
67790,2,14,20,28,0,0,0,0,4,3,0,0,12
270963,3,19,38,27,0,0,0,0,0,4,0,2,11
93219,3,15,52,2,0,0,0,0,0,0,0,2,1
319985,6,18,35,20,1,0,1,1,0,0,0,0,13
60532,1,13,32,27,0,0,1,1,7,2,0,0,13
270993,1,12,45,11,0,0,1,0,0,0,0,0,11
45666,5,18,41,25,1,1,1,0,0,2,0,0,17
61826,5,18,22,11,0,0,1,1,0,0,0,0,9
84241,4,23,27,12,0,1,0,1,0,1,0,2,5
76139,3,20,27,36,0,0,1,0,0,4,2,2,14
523,5,23,41,14,0,1,1,0,0,0,0,0,10
209248,0,21,27,15,0,1,1,0,0,0,0,0,14
358489,4,17,25,4,0,0,0,1,0,0,0,1,4
165950,0,3,32,17,0,0,1,1,0,5,0,0,9
256042,2,3,58,3,0,0,0,0,0,0,0,0,3
101002,4,2,34,21,1,1,0,0,0,0,0,2,18
47213,6,0,24,20,0,0,1,0,0,3,0,0,13
294857,3,7,24,41,1,0,0,1,0,2,0,2,13
263554,0,17,30,6,1,0,0,0,0,0,0,1,5
309539,2,2,33,13,0,1,0,0,0,0,0,2,8
341505,1,18,37,12,0,1,0,0,0,0,0,2,3
268333,0,7,33,28,0,0,0,0,0,0,0,0,10
278171,5,19,24,19,0,1,0,0,0,0,0,3,15
191315,2,10,46,10,0,0,0,1,0,3,0,2,5
335566,4,22,33,7,0,0,0,1,0,0,0,2,5
250553,5,15,28,21,0,0,1,0,0,0,0,2,16
2477,0,17,29,3,0,1,0,0,0,0,0,2,0
58162,5,2,34,28,0,0,1,0,0,2,0,2,11
104288,3,4,28,17,0,0,1,0,0,0,0,0,15
339238,1,6,28,8,0,0,0,1,0,0,0,0,8
315632,2,3,30,18,0,0,1,0,0,3,0,2,15
207894,4,15,27,25,0,0,1,0,0,3,3,2,10
14420,6,15,27,13,0,1,1,0,0,1,0,2,10
366716,3,12,27,31,0,1,0,0,0,0,0,3,25
201033,3,0,29,43,0,1,1,0,0,2,0,2,16
64775,3,20,44,20,0,1,1,0,3,0,1,0,11
249042,1,2,35,16,0,0,1,0,0,4,3,2,7
247447,1,2,30,13,1,1,1,0,0,3,0,2,9
324957,4,2,34,19,0,1,0,0,0,2,0,2,7
87485,2,18,37,31,0,1,1,0,0,1,0,2,17
88544,5,15,46,14,0,1,1,0,0,0,0,0,14
319809,1,4,37,4,0,0,0,0,0,0,0,0,4
77230,5,19,40,9,0,0,0,0,0,2,0,2,4
1560,1,14,26,22,0,0,1,0,0,2,0,2,11
69366,6,19,56,43,0,0,1,0,0,0,0,2,18
321849,2,12,27,66,0,0,0,0,0,3,3,2,16
152195,6,12,27,25,0,1,0,0,0,0,0,2,17
165248,3,0,40,9,0,0,0,0,0,0,0,0,8
267594,6,0,35,34,0,1,1,0,2,0,0,2,19
99187,3,23,50,6,0,0,1,1,0,0,0,0,6
196137,4,23,31,10,0,0,0,0,0,0,0,2,9
306653,1,19,19,20,0,0,1,0,0,5,0,2,9
123281,2,22,34,65,0,0,0,0,3,2,0,0,25
178349,6,7,24,19,0,0,0,0,0,2,0,2,13
220962,3,2,36,20,0,0,1,0,0,4,0,2,14
139727,2,13,45,15,0,1,1,0,0,0,0,0,11
36781,6,19,29,13,0,0,1,0,4,0,0,2,8
185370,1,0,17,11,0,0,1,1,0,0,0,2,5
332340,0,15,19,22,1,0,1,0,0,1,0,2,13
109155,3,21,24,22,0,1,0,0,0,1,0,2,9
365267,2,10,25,15,0,0,0,0,0,2,0,2,7
35885,2,5,35,2,0,0,0,0,0,0,0,0,1
197405,1,17,33,7,0,0,0,0,0,0,0,2,6
91168,1,11,29,5,0,0,0,0,0,1,0,0,4
371779,5,7,22,50,0,0,1,0,0,3,0,2,25
38173,3,20,24,40,0,1,1,0,0,5,0,2,14
163934,3,20,21,20,0,0,1,0,0,0,0,2,12
82283,0,13,31,3,0,1,0,0,0,0,0,0,3
102489,0,23,32,35,0,0,1,0,1,4,2,2,12
58077,6,15,72,12,0,1,1,0,0,4,0,0,8
272569,0,10,25,23,0,0,0,1,0,0,0,0,13
228286,1,20,30,22,0,0,1,0,0,0,0,2,14
174471,2,12,39,19,0,1,1,0,0,3,0,2,9
353462,0,2,19,46,0,0,1,1,0,1,0,2,22
221065,3,12,25,25,1,0,1,0,0,0,0,2,18
14352,2,18,16,10,0,0,1,0,0,4,1,0,5
238670,6,10,31,34,0,0,1,0,0,0,0,2,21
367413,2,18,22,27,0,1,0,0,0,3,0,2,11
56582,0,0,35,17,0,1,0,0,0,2,0,2,7
130115,3,18,24,7,0,0,0,0,0,0,0,0,7
279681,6,0,23,16,0,1,0,0,0,0,0,2,10
13368,1,16,41,15,0,0,1,0,0,0,0,0,13
282562,0,14,27,6,0,0,0,0,0,0,0,2,2
125486,5,12,32,17,0,0,1,0,0,0,0,2,14
363267,5,12,24,34,0,0,0,0,0,2,0,2,15
312912,5,22,36,21,0,0,1,0,0,0,0,2,13
179492,6,0,19,16,0,0,0,0,0,0,0,0,11
171749,6,14,42,51,0,0,1,0,0,5,0,2,16
210148,6,0,35,18,0,0,1,0,0,4,0,2,9
3130,4,16,29,22,0,0,1,0,0,0,0,2,18
99207,5,15,23,14,0,0,0,0,0,0,0,0,10
153809,2,22,24,17,0,0,0,0,0,0,0,2,8
354069,0,2,29,30,0,0,1,1,0,0,0,2,19
188386,0,15,49,9,0,0,1,0,0,0,0,0,9
321201,3,19,40,4,0,0,0,1,0,1,0,1,3
6684,6,20,26,5,0,0,1,0,0,0,0,0,5
284555,4,1,44,50,0,0,0,0,0,5,2,2,13
355140,6,17,46,22,0,0,1,0,0,3,0,2,14
245070,5,1,20,21,0,0,1,0,0,0,0,2,17
10248,3,15,63,12,0,1,1,0,0,3,0,0,6
319025,5,3,25,15,0,0,1,0,0,2,0,2,8
256124,1,2,30,21,0,0,0,1,0,0,0,0,10
354618,1,3,17,6,0,0,0,0,0,0,0,2,5
97737,5,14,28,28,0,0,0,0,0,0,0,2,12
88968,3,17,48,4,0,0,0,0,0,0,0,2,3
38302,3,15,22,12,0,0,1,1,0,2,3,0,4
179030,4,23,31,22,0,0,1,0,0,5,0,2,10
164706,3,13,29,2,0,0,0,0,0,0,0,0,2
168382,0,15,22,40,0,0,1,0,0,2,0,2,17
157096,5,21,29,24,0,1,1,0,0,5,0,2,16
164083,6,20,35,5,0,0,1,0,0,0,0,2,4
243720,2,19,31,40,0,1,1,0,0,0,0,2,21
360630,2,21,26,8,0,0,0,0,0,0,0,2,5
175464,0,22,18,25,0,1,1,0,0,0,0,2,19
307690,4,7,22,23,0,0,1,0,0,5,0,2,12
108153,5,21,22,25,1,1,1,0,0,3,0,0,13
102717,4,19,47,9,1,0,0,0,0,0,0,0,8
74391,2,6,27,10,0,0,0,0,0,0,0,2,7
332963,4,19,22,14,0,1,1,0,0,0,0,0,12
307291,0,15,22,12,0,0,0,1,0,0,0,0,11
341018,5,15,34,19,0,0,0,0,0,1,0,0,12
31526,6,18,28,5,0,1,0,1,0,0,0,2,3
252783,3,7,31,43,0,0,1,1,0,4,0,2,17
131698,1,19,41,20,0,0,0,0,0,0,0,0,15
246171,4,13,26,10,0,0,0,1,0,0,0,2,8
209989,6,3,19,2,1,1,0,0,0,0,0,0,2
307019,0,19,21,31,0,0,1,0,0,2,0,2,16
295031,4,19,20,12,0,0,1,0,0,0,0,2,11
229234,5,22,20,22,0,0,1,0,0,0,0,2,16
39053,3,2,55,14,0,0,0,0,0,1,0,2,7
91042,5,12,21,21,1,0,1,0,0,2,0,2,12
79784,0,15,18,6,0,0,1,0,0,0,0,0,5
253415,1,22,19,3,0,0,0,0,0,0,0,0,2
3929,4,22,40,23,0,0,0,0,0,2,2,2,3
49218,0,14,23,25,0,1,1,0,0,0,0,2,20
267646,1,17,32,14,0,0,1,0,0,2,0,2,8
120039,6,2,39,29,0,0,1,0,0,3,0,2,13
100,4,0,23,4,0,0,1,1,0,0,0,2,2
307056,0,13,23,24,0,1,0,0,0,3,0,2,10
61794,0,21,34,47,0,1,1,0,0,0,0,2,16
166698,4,14,33,12,0,0,1,0,0,0,0,0,12
111880,5,20,21,41,0,0,1,0,0,5,3,2,15
333116,1,11,21,23,0,0,1,0,0,5,0,2,13
187199,4,16,35,10,0,0,0,0,0,3,0,0,5
296603,6,14,32,8,0,0,1,1,0,0,0,0,8
149516,4,20,36,6,0,0,0,0,0,0,0,2,2
218908,5,3,31,3,0,0,0,0,0,0,0,0,3
260428,1,22,35,17,0,0,0,0,0,2,1,2,10
274102,2,5,23,20,0,0,0,0,0,0,0,2,12
194602,5,10,22,13,0,0,1,1,0,0,0,2,8
332284,4,15,33,83,0,0,0,0,0,3,0,2,23
33133,0,4,52,12,1,0,1,0,0,3,0,2,9
26747,3,4,19,19,0,0,1,0,0,4,0,0,11
62953,1,15,29,13,0,1,0,1,0,0,2,0,7
243466,0,23,31,19,1,1,1,0,0,4,0,0,14
222143,0,13,30,26,0,0,1,0,0,4,0,2,13
189568,0,19,49,4,0,0,0,0,0,0,0,2,3
178335,3,17,38,6,0,0,0,0,0,0,0,2,3
102738,0,1,23,55,0,1,0,0,0,3,0,3,19
230263,4,14,40,5,0,0,0,0,0,0,0,1,4
322841,3,1,24,18,0,1,0,0,0,0,0,2,15
215702,0,9,58,10,0,1,0,0,0,0,0,0,3
153298,1,6,46,27,0,0,0,0,0,2,0,2,11
139092,1,20,28,16,0,0,0,0,0,0,0,2,11
278349,2,0,25,10,0,1,1,0,0,2,0,2,7
2598,6,4,58,17,0,1,1,0,0,0,0,2,14
205357,0,5,38,16,0,0,1,0,0,2,0,2,14
262762,2,0,23,42,0,0,1,0,2,3,0,2,14
4996,6,20,22,8,1,0,0,0,0,4,0,0,3
158865,4,17,33,10,0,0,0,0,0,0,0,0,10
221563,0,18,23,55,0,0,1,0,0,2,3,2,19
330906,5,21,22,22,0,0,0,0,0,0,0,0,11
26658,5,18,20,32,0,0,0,0,0,3,2,2,7
314753,1,14,39,3,0,0,1,1,0,0,0,0,3
185596,5,18,29,17,1,0,1,0,0,0,0,0,17
204517,6,12,47,45,0,0,0,0,0,0,0,2,15
160783,1,16,49,41,0,0,0,0,0,1,0,0,14
369539,4,4,35,9,0,0,0,1,0,2,0,2,6
309610,4,17,28,28,0,0,1,0,0,4,0,2,15
40735,1,12,24,39,0,0,1,1,0,3,0,2,17
310516,1,5,26,25,0,0,0,0,0,3,0,2,12
280384,3,3,27,18,0,0,0,0,0,2,0,0,13
91657,0,18,27,15,0,0,1,1,0,0,0,2,14
63692,0,12,25,55,0,0,1,0,0,0,0,0,23
280962,0,20,25,12,0,0,0,0,0,4,0,2,4
330496,3,17,47,20,0,0,0,0,0,0,0,0,11
347697,1,3,25,2,0,0,1,0,0,0,0,0,2
118467,4,2,28,17,0,0,1,0,0,0,0,2,16
370612,0,1,22,5,0,0,0,1,0,0,0,0,5
244973,4,15,20,20,1,0,0,0,0,4,0,2,9
328387,5,12,24,15,0,0,0,1,0,0,0,0,11
227151,0,23,41,19,1,0,1,0,0,2,0,2,14
122047,4,14,22,20,0,1,1,0,0,0,0,2,19
150010,0,15,22,11,0,0,1,0,0,0,0,2,8
101696,1,18,29,11,0,0,1,1,0,2,0,2,6
351965,6,20,32,23,0,0,0,0,0,0,0,2,8
319537,6,20,42,11,0,0,0,0,0,0,0,2,7
9990,3,22,34,57,1,0,1,0,5,2,2,2,26
174085,6,4,30,21,0,0,1,0,0,4,0,0,13
264314,1,3,27,10,0,0,0,0,0,0,0,0,8
43585,5,2,21,7,0,0,0,0,0,0,0,2,5
29970,5,3,66,2,0,1,0,0,0,0,0,0,2
227053,5,6,28,26,1,1,1,0,0,3,0,0,19
170095,2,17,26,31,1,1,1,0,0,2,1,2,18
256505,6,2,27,25,0,1,0,0,0,2,0,2,15
